,customer,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy_level,renew_offer_type,sales_channel,vehicle_class,vehicle_size,number_of_open_complaints,number_of_policies
3606,HW40931,Oregon,No,Extended,College,2011-01-06,Employed,F,Suburban,Married,Special Auto,1,Offer4,Web,Four-Door Car,Small,1,2
3607,NN44758,Arizona,Yes,Premium,High School or Below,2011-02-14,Employed,F,Suburban,Married,Personal Auto,2,Offer2,Call Center,Two-Door Car,Small,0,1
3608,NQ18750,Oregon,No,Premium,College,2011-02-16,Unemployed,M,Suburban,Single,Personal Auto,1,Offer2,Call Center,Two-Door Car,Small,0,2
3609,GC34791,Nevada,No,Basic,High School or Below,2011-02-03,Disabled,M,Suburban,Married,Personal Auto,3,Offer2,Agent,Two-Door Car,Medsize,0,2
3610,SY22123,California,No,Extended,College,2011-01-05,Medical Leave,F,Suburban,Single,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,7
3611,DY17416,Oregon,No,Extended,College,2011-02-07,Employed,M,Urban,Single,Personal Auto,3,Offer2,Agent,Two-Door Car,Medsize,0,5
3612,KE57057,California,No,Basic,High School or Below,2011-02-03,Unemployed,F,Suburban,Single,Corporate Auto,3,Offer2,Agent,Four-Door Car,Small,1,1
3613,AT24793,Oregon,No,Premium,College,2011-01-16,Employed,M,Suburban,Married,Special Auto,3,Offer3,Call Center,Sports Car,Medsize,0,1
3614,SL71998,Oregon,No,Basic,College,2011-01-18,Employed,M,Suburban,Married,Personal Auto,1,Offer3,Web,Two-Door Car,Small,0,1
3615,AP66226,Nevada,No,Basic,Bachelor,2011-02-10,Medical Leave,M,Suburban,Married,Personal Auto,3,Offer1,Web,Four-Door Car,Medsize,4,3
3616,HI91534,California,No,Basic,College,2011-01-11,Employed,F,Urban,Divorced,Personal Auto,3,Offer3,Web,SUV,Small,0,1
3617,TK61994,Oregon,No,Extended,College,2011-02-28,Disabled,F,Rural,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,0,5
3618,CW35098,Washington,No,Extended,College,2011-01-05,Unemployed,M,Suburban,Single,Personal Auto,3,Offer1,Branch,Two-Door Car,Medsize,0,1
3619,WX30852,Arizona,No,Basic,Bachelor,2011-02-04,Employed,F,Rural,Married,Personal Auto,1,Offer4,Agent,Four-Door Car,Medsize,0,1
3620,SK69036,California,No,Premium,Bachelor,2011-02-20,Employed,M,Suburban,Divorced,Personal Auto,1,Offer1,Branch,Four-Door Car,Small,0,2
3621,YI79084,Nevada,No,Extended,Doctor,2011-01-17,Employed,M,Suburban,Single,Personal Auto,1,Offer2,Agent,Two-Door Car,Medsize,0,1
3622,KF46546,Arizona,No,Basic,Bachelor,2011-02-12,Employed,F,Rural,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,0,6
3623,GA71186,Nevada,No,Basic,High School or Below,2011-01-06,Employed,M,Urban,Married,Personal Auto,2,Offer1,Agent,SUV,Medsize,0,2
3624,KL65897,California,No,Extended,Bachelor,2011-02-21,Unemployed,F,Rural,Married,Personal Auto,2,Offer1,Branch,Two-Door Car,Medsize,0,3
3625,CF15086,California,No,Extended,College,2011-01-11,Employed,M,Rural,Married,Personal Auto,3,Offer2,Branch,Four-Door Car,Medsize,0,1
3626,HG40729,Oregon,No,Premium,College,2011-02-11,Unemployed,M,Suburban,Single,Personal Auto,3,Offer1,Branch,Four-Door Car,Small,0,2
3627,VP55618,California,No,Extended,College,2011-02-05,Employed,M,Suburban,Divorced,Corporate Auto,3,Offer1,Branch,Four-Door Car,Medsize,1,9
3628,ZL23478,California,No,Extended,Bachelor,2011-02-11,Employed,F,Urban,Married,Corporate Auto,3,Offer1,Agent,Four-Door Car,Small,0,2
3629,EY75197,Arizona,No,Premium,Bachelor,2011-01-24,Unemployed,F,Suburban,Single,Personal Auto,3,Offer3,Agent,SUV,Medsize,0,1
3630,SF11920,Arizona,No,Basic,College,2011-02-25,Employed,F,Urban,Married,Corporate Auto,1,Offer1,Web,Two-Door Car,Medsize,0,5
3631,DY57308,California,No,Basic,Bachelor,2011-01-18,Employed,F,Urban,Married,Personal Auto,1,Offer1,Branch,SUV,Small,0,8
3632,HP73832,California,No,Extended,College,2011-01-17,Employed,F,Suburban,Married,Personal Auto,1,Offer2,Web,Four-Door Car,Medsize,2,1
3633,WP58797,Oregon,No,Basic,Bachelor,2011-02-28,Disabled,M,Suburban,Married,Personal Auto,3,Offer3,Web,SUV,Large,0,1
3634,ZM33786,Arizona,No,Basic,High School or Below,2011-01-12,Disabled,F,Rural,Married,Personal Auto,2,Offer3,Call Center,SUV,Medsize,0,2
3635,LY19199,Oregon,No,Basic,Bachelor,2011-01-26,Employed,M,Rural,Divorced,Corporate Auto,3,Offer1,Branch,Two-Door Car,Medsize,1,3
3636,IX60436,Arizona,No,Basic,Bachelor,2011-01-29,Employed,M,Suburban,Married,Special Auto,1,Offer2,Branch,Four-Door Car,Medsize,2,1
3637,UK29448,Oregon,No,Basic,Bachelor,2011-01-01,Unemployed,M,Suburban,Single,Personal Auto,2,Offer1,Agent,Two-Door Car,Medsize,0,1
3638,QA49556,Washington,No,Basic,Master,2011-01-31,Employed,M,Suburban,Single,Personal Auto,2,Offer4,Web,Four-Door Car,Medsize,0,3
3639,ST78006,Oregon,No,Basic,High School or Below,2011-01-01,Unemployed,F,Rural,Married,Personal Auto,2,Offer4,Call Center,Four-Door Car,Medsize,1,3
3640,KD63903,Arizona,No,Basic,College,2011-02-27,Unemployed,M,Suburban,Married,Personal Auto,1,Offer3,Call Center,SUV,Medsize,0,5
3641,GV62858,California,No,Premium,Bachelor,2011-02-23,Employed,F,Suburban,Married,Personal Auto,3,Offer1,Web,Four-Door Car,Medsize,0,1
3642,DN66715,California,Yes,Basic,Master,2011-02-03,Employed,F,Suburban,Married,Personal Auto,3,Offer2,Agent,Four-Door Car,Small,0,6
3643,LU30834,Oregon,No,Basic,Bachelor,2011-02-22,Employed,F,Suburban,Divorced,Personal Auto,3,Offer1,Call Center,SUV,Small,2,2
3644,HN35280,Arizona,No,Basic,Bachelor,2011-02-13,Employed,M,Suburban,Divorced,Personal Auto,3,Offer2,Web,Two-Door Car,Medsize,0,1
3645,DG21323,California,No,Basic,High School or Below,2011-02-13,Unemployed,F,Suburban,Single,Personal Auto,3,Offer3,Branch,Four-Door Car,Medsize,0,9
3646,KD16729,Nevada,No,Extended,College,2011-01-25,Employed,M,Urban,Married,Personal Auto,2,Offer1,Branch,Two-Door Car,Medsize,0,8
3647,WO17738,Oregon,No,Premium,High School or Below,2011-01-15,Employed,F,Suburban,Single,Corporate Auto,3,Offer2,Agent,Four-Door Car,Large,0,7
3648,VB22338,Nevada,No,Basic,High School or Below,2011-01-03,Employed,M,Urban,Single,Special Auto,3,Offer4,Agent,SUV,Small,0,1
3649,JU66696,California,No,Extended,Master,2011-02-20,Unemployed,F,Suburban,Married,Corporate Auto,2,Offer3,Branch,Sports Car,Large,0,8
3650,AE60813,Oregon,No,Basic,College,2011-02-17,Employed,F,Rural,Married,Personal Auto,3,Offer4,Branch,Four-Door Car,Medsize,1,7
3651,AS99827,Oregon,No,Basic,Bachelor,2011-02-12,Unemployed,F,Suburban,Single,Personal Auto,1,Offer1,Branch,Four-Door Car,Medsize,0,6
3652,XQ80738,Oregon,No,Basic,High School or Below,2011-02-05,Employed,F,Urban,Married,Personal Auto,1,Offer2,Agent,Four-Door Car,Medsize,0,1
3653,KX82226,Arizona,No,Extended,High School or Below,2011-02-20,Medical Leave,M,Suburban,Single,Personal Auto,3,Offer4,Call Center,Two-Door Car,Medsize,0,1
3654,MA43940,Oregon,No,Basic,High School or Below,2011-02-13,Employed,M,Suburban,Married,Special Auto,3,Offer3,Branch,Sports Car,Medsize,0,3
3655,JL93248,Oregon,No,Basic,High School or Below,2011-02-12,Disabled,F,Suburban,Divorced,Personal Auto,3,Offer1,Branch,Four-Door Car,Small,0,2
3656,PY98628,Arizona,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Personal Auto,2,Offer1,Agent,Two-Door Car,Medsize,1,7
3657,GX32768,Oregon,No,Basic,Bachelor,2011-01-04,Unemployed,F,Suburban,Single,Corporate Auto,2,Offer1,Agent,Four-Door Car,Medsize,1,2
3658,AM89558,Nevada,Yes,Basic,College,2011-01-01,Retired,M,Suburban,Married,Corporate Auto,3,Offer2,Agent,Two-Door Car,Medsize,1,5
3659,EL41362,California,No,Basic,College,2011-02-11,Employed,F,Suburban,Married,Personal Auto,2,Offer3,Agent,Four-Door Car,Small,0,3
3660,XK91603,California,No,Basic,College,2011-02-04,Employed,F,Suburban,Single,Personal Auto,2,Offer2,Agent,Four-Door Car,Medsize,0,1
3661,MG77033,California,No,Basic,College,2011-02-15,Employed,M,Rural,Married,Corporate Auto,3,Offer1,Agent,Four-Door Car,Large,0,3
3662,OM70085,Oregon,No,Extended,Bachelor,2011-02-07,Unemployed,F,Suburban,Single,Personal Auto,2,Offer2,Agent,Four-Door Car,Medsize,0,2
3663,NB57112,Oregon,No,Basic,Bachelor,2011-02-22,Unemployed,F,Suburban,Single,Personal Auto,2,Offer2,Agent,Sports Car,Medsize,1,6
3664,WH60140,Arizona,No,Basic,Bachelor,2011-01-19,Unemployed,M,Suburban,Single,Personal Auto,2,Offer2,Call Center,Two-Door Car,Small,0,1
3665,FV92759,Oregon,Yes,Basic,College,2011-02-22,Unemployed,F,Suburban,Divorced,Personal Auto,3,Offer1,Branch,Four-Door Car,Small,4,1
3666,YW85018,Nevada,Yes,Basic,Bachelor,2011-02-27,Employed,M,Suburban,Married,Personal Auto,1,Offer2,Agent,Two-Door Car,Medsize,0,1
3667,BY84257,Arizona,No,Basic,College,2011-02-10,Unemployed,M,Suburban,Single,Special Auto,1,Offer4,Branch,Four-Door Car,Medsize,0,1
3668,JT69863,Arizona,No,Basic,Bachelor,2011-02-23,Medical Leave,M,Suburban,Married,Personal Auto,2,Offer3,Branch,Two-Door Car,Medsize,0,1
3669,OE15600,California,No,Basic,College,2011-02-06,Employed,M,Rural,Single,Personal Auto,3,Offer2,Call Center,Two-Door Car,Medsize,0,1
3670,BU81591,California,No,Extended,College,2011-02-15,Unemployed,M,Suburban,Married,Corporate Auto,1,Offer1,Call Center,Four-Door Car,Large,0,2
3671,XL44677,California,Yes,Basic,Bachelor,2011-01-15,Retired,M,Suburban,Divorced,Personal Auto,1,Offer1,Agent,Four-Door Car,Large,0,1
3672,No73821,Oregon,No,Extended,High School or Below,2011-01-19,Employed,M,Suburban,Single,Personal Auto,1,Offer2,Branch,SUV,Medsize,0,9
3673,VJ24328,Oregon,No,Basic,High School or Below,2011-02-21,Employed,M,Suburban,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,4,1
3674,XW63353,Oregon,Yes,Extended,High School or Below,2011-02-13,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Agent,Two-Door Car,Medsize,0,7
3675,JZ31045,California,No,Basic,College,2011-02-04,Employed,F,Urban,Married,Personal Auto,3,Offer3,Branch,Four-Door Car,Medsize,0,1
3676,UM27359,Arizona,No,Basic,Bachelor,2011-02-15,Employed,M,Urban,Married,Personal Auto,1,Offer2,Web,Four-Door Car,Medsize,0,2
3677,ND71187,Arizona,No,Extended,Master,2011-02-26,Employed,M,Suburban,Married,Corporate Auto,2,Offer1,Agent,Four-Door Car,Large,0,2
3678,YR63096,Nevada,No,Basic,High School or Below,2011-01-14,Employed,F,Suburban,Married,Corporate Auto,3,Offer1,Agent,Four-Door Car,Small,0,9
3679,SN21895,Arizona,No,Extended,Bachelor,2011-02-27,Medical Leave,F,Suburban,Married,Personal Auto,3,Offer1,Agent,Four-Door Car,Small,0,3
3680,FY90924,Arizona,No,Basic,High School or Below,2011-01-05,Employed,F,Urban,Married,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,1
3681,CN30964,California,No,Extended,Bachelor,2011-02-26,Employed,F,Suburban,Married,Personal Auto,3,Offer4,Agent,Two-Door Car,Small,2,3
3682,BN14307,Oregon,No,Basic,College,2011-02-02,Unemployed,M,Suburban,Single,Personal Auto,2,Offer2,Call Center,Two-Door Car,Medsize,0,8
3683,XG35514,California,No,Basic,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Personal Auto,3,Offer3,Branch,Four-Door Car,Medsize,2,3
3684,RL28918,California,No,Basic,High School or Below,2011-02-21,Employed,M,Urban,Married,Personal Auto,1,Offer3,Branch,SUV,Small,0,2
3685,SR74929,Oregon,No,Extended,High School or Below,2011-01-22,Unemployed,F,Suburban,Single,Personal Auto,1,Offer1,Call Center,SUV,Medsize,0,6
3686,HK93338,Washington,No,Basic,High School or Below,2011-02-20,Disabled,F,Suburban,Divorced,Personal Auto,2,Offer1,Branch,Four-Door Car,Medsize,0,2
3687,QR53727,Arizona,No,Basic,High School or Below,2011-02-28,Unemployed,F,Suburban,Single,Personal Auto,3,Offer1,Web,SUV,Medsize,0,4
3688,SQ35375,Oregon,No,Basic,Doctor,2011-02-20,Employed,F,Suburban,Married,Personal Auto,3,Offer2,Web,Four-Door Car,Medsize,0,6
3689,UD77728,Arizona,No,Basic,Bachelor,2011-02-26,Employed,F,Urban,Married,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,3
3690,GP13187,California,No,Basic,Master,2011-01-12,Unemployed,F,Suburban,Married,Personal Auto,3,Offer1,Branch,Luxury Car,Medsize,0,3
3691,AQ70619,California,No,Basic,High School or Below,2011-01-08,Employed,M,Urban,Married,Corporate Auto,3,Offer1,Agent,Four-Door Car,Medsize,1,2
3692,IP65887,Oregon,No,Basic,Bachelor,2011-02-26,Employed,F,Suburban,Married,Corporate Auto,3,Offer1,Call Center,SUV,Medsize,0,2
3693,KS98084,California,No,Basic,Master,2011-02-07,Employed,F,Rural,Married,Personal Auto,3,Offer3,Agent,Four-Door Car,Medsize,0,8
3694,QU55718,California,No,Extended,Bachelor,2011-02-12,Employed,F,Suburban,Married,Personal Auto,1,Offer1,Agent,Sports Car,Large,0,8
3695,TS31417,Washington,No,Basic,College,2011-01-26,Medical Leave,M,Suburban,Married,Personal Auto,3,Offer1,Web,SUV,Medsize,0,2
3696,QG83213,California,No,Extended,College,2011-02-27,Unemployed,M,Suburban,Single,Personal Auto,2,Offer2,Agent,Four-Door Car,Small,0,6
3697,SA40041,Washington,No,Basic,Bachelor,2011-02-22,Employed,F,Suburban,Divorced,Personal Auto,3,Offer2,Agent,Four-Door Car,Small,0,9
3698,MC36247,Oregon,Yes,Basic,Bachelor,2011-02-24,Retired,M,Suburban,Married,Personal Auto,2,Offer1,Agent,SUV,Medsize,0,2
3699,FO13070,California,Yes,Basic,High School or Below,2011-02-26,Employed,M,Suburban,Single,Personal Auto,2,Offer2,Call Center,Four-Door Car,Medsize,0,8
3700,VL97142,Oregon,No,Basic,College,2011-02-22,Employed,M,Rural,Married,Personal Auto,2,Offer3,Agent,SUV,Medsize,0,2
3701,CI57475,Arizona,No,Extended,College,2011-01-18,Unemployed,F,Suburban,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Small,0,1
3702,KJ19260,Arizona,No,Basic,College,2011-02-03,Employed,M,Rural,Divorced,Corporate Auto,2,Offer2,Call Center,Four-Door Car,Medsize,0,5
3703,GN93462,California,No,Extended,Bachelor,2011-01-22,Employed,M,Rural,Married,Personal Auto,3,Offer2,Call Center,Four-Door Car,Medsize,0,3
3704,QB86817,Oregon,No,Extended,High School or Below,2011-01-15,Employed,F,Urban,Divorced,Personal Auto,1,Offer2,Agent,Four-Door Car,Medsize,0,8
3705,AZ68072,Oregon,No,Basic,Bachelor,2011-01-24,Medical Leave,F,Rural,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,2,3
3706,MZ43298,California,No,Extended,Bachelor,2011-02-19,Employed,F,Urban,Single,Corporate Auto,2,Offer1,Web,SUV,Medsize,0,1
3707,KS12490,Oregon,No,Extended,High School or Below,2011-01-19,Employed,M,Suburban,Married,Personal Auto,3,Offer4,Call Center,Sports Car,Small,0,6
3708,TL18087,Washington,No,Extended,Bachelor,2011-02-27,Employed,M,Suburban,Married,Personal Auto,2,Offer2,Web,Four-Door Car,Medsize,0,1
3709,ZT18953,Oregon,No,Basic,Bachelor,2011-02-14,Unemployed,F,Suburban,Married,Corporate Auto,3,Offer1,Branch,SUV,Medsize,0,4
3710,EF13716,Oregon,No,Basic,College,2011-02-14,Employed,M,Urban,Married,Personal Auto,3,Offer1,Agent,Four-Door Car,Large,1,1
3711,RN87402,California,No,Basic,College,2011-02-08,Unemployed,F,Suburban,Married,Corporate Auto,2,Offer1,Branch,Four-Door Car,Small,0,2
3712,RJ40995,Arizona,Yes,Basic,Doctor,2011-01-29,Employed,M,Rural,Divorced,Personal Auto,2,Offer1,Agent,Four-Door Car,Large,0,1
3713,GB47529,Oregon,No,Extended,High School or Below,2011-02-06,Employed,F,Suburban,Divorced,Corporate Auto,3,Offer1,Web,Sports Car,Medsize,0,1
3714,MB63131,Oregon,No,Basic,Bachelor,2011-02-28,Unemployed,F,Suburban,Married,Corporate Auto,2,Offer1,Call Center,Four-Door Car,Medsize,1,6
3715,KN57002,Arizona,No,Extended,Bachelor,2011-01-23,Unemployed,M,Suburban,Single,Corporate Auto,2,Offer1,Agent,SUV,Small,0,4
3716,DR68556,Oregon,No,Basic,High School or Below,2011-01-13,Employed,M,Urban,Married,Personal Auto,3,Offer2,Branch,Four-Door Car,Medsize,0,2
3717,CS70768,California,No,Basic,High School or Below,2011-01-24,Unemployed,F,Suburban,Single,Personal Auto,3,Offer1,Branch,Four-Door Car,Medsize,0,2
3718,XY33610,Washington,No,Basic,College,2011-01-27,Employed,M,Urban,Divorced,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,2
3719,LO17953,Oregon,No,Basic,Doctor,2011-02-27,Employed,F,Rural,Married,Personal Auto,3,Offer2,Branch,Four-Door Car,Large,0,9
3720,LZ35469,California,Yes,Basic,Bachelor,2011-02-14,Employed,F,Urban,Married,Personal Auto,2,Offer2,Agent,Four-Door Car,Medsize,0,1
3721,BM27144,California,No,Basic,College,2011-01-31,Employed,F,Rural,Divorced,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,2
3722,EA14700,California,No,Basic,Bachelor,2011-01-26,Unemployed,M,Suburban,Single,Personal Auto,3,Offer2,Call Center,Two-Door Car,Small,0,6
3723,FQ70521,California,No,Premium,High School or Below,2011-02-11,Employed,F,Rural,Married,Personal Auto,1,Offer2,Agent,Four-Door Car,Large,2,3
3724,OA99158,California,Yes,Basic,Bachelor,2011-01-03,Unemployed,M,Suburban,Married,Corporate Auto,3,Offer2,Agent,Two-Door Car,Medsize,0,2
3725,YS84064,Arizona,No,Premium,Bachelor,2011-01-05,Unemployed,M,Suburban,Single,Corporate Auto,3,Offer2,Agent,SUV,Medsize,3,2
3726,YD45065,Oregon,Yes,Basic,College,2011-02-21,Unemployed,F,Suburban,Divorced,Personal Auto,3,Offer1,Agent,SUV,Medsize,0,4
3727,OC88207,California,No,Basic,Master,2011-01-13,Employed,M,Rural,Married,Special Auto,3,Offer2,Branch,Two-Door Car,Medsize,0,3
3728,IL47644,Oregon,No,Basic,High School or Below,2011-01-03,Employed,F,Urban,Married,Personal Auto,1,Offer2,Call Center,SUV,Medsize,0,3
3729,CW27031,Washington,No,Extended,High School or Below,2011-02-02,Unemployed,F,Suburban,Single,Corporate Auto,2,Offer1,Agent,SUV,Medsize,0,2
3730,XX44146,California,No,Extended,High School or Below,2011-01-26,Unemployed,F,Suburban,Single,Personal Auto,2,Offer1,Branch,Two-Door Car,Small,0,3
3731,LH26131,Nevada,No,Premium,High School or Below,2011-02-08,Unemployed,F,Suburban,Single,Personal Auto,2,Offer1,Agent,Two-Door Car,Large,0,1
3732,HU94030,Arizona,No,Extended,High School or Below,2011-01-27,Employed,F,Rural,Single,Corporate Auto,2,Offer1,Branch,SUV,Large,1,3
3733,GP39118,Washington,No,Basic,High School or Below,2011-02-17,Employed,M,Rural,Married,Personal Auto,2,Offer2,Call Center,Two-Door Car,Medsize,0,7
3734,QL80658,Arizona,No,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Married,Personal Auto,3,Offer4,Branch,Four-Door Car,Small,0,1
3735,LU63980,Nevada,No,Basic,College,2011-02-22,Unemployed,M,Suburban,Married,Personal Auto,1,Offer1,Web,Two-Door Car,Large,0,1
3736,HQ41200,Oregon,No,Premium,College,2011-02-18,Employed,F,Suburban,Divorced,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,9
3737,DZ81394,Oregon,No,Basic,High School or Below,2011-01-03,Unemployed,F,Suburban,Single,Personal Auto,3,Offer1,Agent,SUV,Medsize,0,3
3738,IN41344,Washington,No,Basic,College,2011-01-15,Employed,M,Suburban,Married,Personal Auto,3,Offer4,Branch,Four-Door Car,Medsize,0,1
3739,QJ22615,Arizona,No,Basic,Master,2011-02-21,Employed,F,Suburban,Married,Special Auto,3,Offer2,Call Center,Four-Door Car,Medsize,0,7
3740,FJ24418,Arizona,No,Extended,Doctor,2011-01-30,Unemployed,F,Suburban,Married,Personal Auto,3,Offer4,Agent,Four-Door Car,Medsize,0,1
3741,JR45097,Oregon,No,Basic,College,2011-01-23,Unemployed,M,Suburban,Single,Personal Auto,3,Offer2,Agent,Luxury SUV,Medsize,0,9
3742,DT82702,Arizona,Yes,Basic,College,2011-01-26,Unemployed,F,Suburban,Married,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,2
3743,ME87834,Oregon,No,Basic,Bachelor,2011-02-20,Employed,M,Suburban,Married,Personal Auto,3,Offer3,Web,SUV,Medsize,0,1
3744,DB91647,California,No,Basic,College,2011-02-13,Employed,M,Suburban,Single,Personal Auto,2,Offer4,Web,Four-Door Car,Small,0,6
3745,UM44109,Oregon,No,Basic,College,2011-01-24,Employed,M,Rural,Married,Personal Auto,3,Offer2,Call Center,Four-Door Car,Medsize,0,2
3746,RT22532,Arizona,Yes,Basic,Bachelor,2011-02-25,Disabled,M,Suburban,Married,Personal Auto,1,Offer1,Branch,Sports Car,Large,0,1
3747,DU60004,Nevada,No,Extended,College,2011-01-26,Employed,F,Rural,Married,Corporate Auto,2,Offer2,Web,Four-Door Car,Medsize,0,1
3748,XR17548,Oregon,No,Basic,High School or Below,2011-02-22,Employed,M,Urban,Married,Personal Auto,1,Offer2,Branch,Four-Door Car,Medsize,1,6
3749,VR14881,Oregon,No,Extended,Bachelor,2011-01-27,Unemployed,M,Suburban,Single,Personal Auto,3,Offer2,Agent,Sports Car,Medsize,0,3
3750,FS81127,California,No,Basic,Bachelor,2011-01-03,Unemployed,F,Suburban,Married,Corporate Auto,3,Offer2,Web,Four-Door Car,Medsize,1,1
3751,VD19899,California,No,Premium,Doctor,2011-02-28,Employed,F,Urban,Married,Personal Auto,3,Offer2,Call Center,Two-Door Car,Medsize,0,2
3752,SP93911,California,No,Premium,High School or Below,2011-02-23,Employed,F,Urban,Divorced,Corporate Auto,1,Offer1,Agent,Two-Door Car,Medsize,1,3
3753,GH49378,California,No,Basic,Bachelor,2011-02-18,Employed,F,Rural,Married,Personal Auto,3,Offer2,Web,Four-Door Car,Medsize,0,3
3754,MZ30958,Nevada,No,Extended,High School or Below,2011-02-25,Retired,M,Suburban,Married,Corporate Auto,2,Offer1,Agent,Two-Door Car,Medsize,0,7
3755,FU55433,Arizona,No,Basic,High School or Below,2011-02-24,Employed,M,Suburban,Married,Corporate Auto,2,Offer2,Branch,Two-Door Car,Medsize,0,1
3756,SZ14518,California,No,Basic,College,2011-01-18,Unemployed,F,Suburban,Divorced,Personal Auto,3,Offer3,Call Center,Four-Door Car,Medsize,0,2
3757,XI58886,California,No,Basic,High School or Below,2011-01-09,Employed,M,Rural,Married,Personal Auto,1,Offer2,Branch,Two-Door Car,Medsize,0,1
3758,NL17031,Washington,No,Extended,High School or Below,2011-02-28,Unemployed,M,Suburban,Single,Personal Auto,3,Offer2,Agent,Two-Door Car,Medsize,0,1
3759,OB32861,Nevada,No,Extended,High School or Below,2011-01-21,Unemployed,M,Suburban,Married,Special Auto,2,Offer4,Web,Two-Door Car,Medsize,0,3
3760,AZ84403,Oregon,No,Extended,College,2011-02-04,Unemployed,F,Suburban,Married,Personal Auto,1,Offer3,Branch,Luxury SUV,Medsize,0,2
3761,PU34934,Arizona,No,Extended,College,2011-01-23,Employed,F,Suburban,Married,Personal Auto,3,Offer3,Branch,Four-Door Car,Medsize,0,2
3762,WX87964,Washington,No,Basic,High School or Below,2011-02-15,Employed,M,Suburban,Married,Personal Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,7
3763,VI12468,Oregon,No,Extended,Bachelor,2011-02-24,Unemployed,F,Urban,Married,Personal Auto,2,Offer2,Branch,SUV,Medsize,0,2
3764,RC44077,California,Yes,Basic,Bachelor,2011-02-27,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Agent,Two-Door Car,Medsize,0,1
3765,ZQ48144,California,No,Extended,Bachelor,2011-01-11,Employed,F,Rural,Married,Corporate Auto,3,Offer4,Web,Four-Door Car,Medsize,0,1
3766,MA83261,Arizona,No,Basic,High School or Below,2011-01-18,Employed,M,Rural,Divorced,Corporate Auto,3,Offer2,Call Center,Two-Door Car,Medsize,0,1
3767,ER63193,California,No,Extended,High School or Below,2011-01-25,Employed,F,Urban,Married,Corporate Auto,2,Offer1,Branch,Four-Door Car,Medsize,0,3
3768,XZ34917,Washington,No,Basic,Bachelor,2011-01-10,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Call Center,Four-Door Car,Small,0,3
3769,WH36754,Oregon,No,Basic,College,2011-01-21,Employed,F,Urban,Divorced,Personal Auto,1,Offer1,Branch,Four-Door Car,Small,0,2
3770,ZG90341,Oregon,No,Premium,Bachelor,2011-02-07,Employed,M,Suburban,Single,Personal Auto,2,Offer1,Branch,Four-Door Car,Medsize,0,4
3771,KR82385,California,No,Basic,Master,2011-01-26,Employed,M,Suburban,Single,Personal Auto,3,Offer4,Call Center,Two-Door Car,Medsize,0,4
3772,MC48570,Arizona,No,Basic,Doctor,2011-02-26,Disabled,F,Urban,Married,Personal Auto,2,Offer2,Web,Two-Door Car,Medsize,0,1
3773,MP13698,Oregon,No,Premium,College,2011-01-29,Unemployed,F,Suburban,Single,Personal Auto,1,Offer2,Agent,Two-Door Car,Medsize,0,3
3774,JE84351,Oregon,No,Extended,Bachelor,2011-01-04,Employed,M,Suburban,Single,Personal Auto,3,Offer2,Agent,Two-Door Car,Small,0,9
3775,BU72276,California,Yes,Basic,Bachelor,2011-01-12,Employed,F,Suburban,Married,Personal Auto,3,Offer2,Call Center,Four-Door Car,Small,0,6
3776,DC78147,Arizona,Yes,Extended,College,2011-01-08,Unemployed,M,Suburban,Single,Personal Auto,2,Offer1,Agent,SUV,Medsize,0,2
3777,DB17162,Arizona,No,Basic,High School or Below,2011-02-14,Employed,M,Suburban,Married,Personal Auto,2,Offer3,Branch,Four-Door Car,Small,0,3
3778,TG97744,Oregon,Yes,Extended,Bachelor,2011-01-26,Employed,F,Suburban,Divorced,Corporate Auto,2,Offer1,Agent,Four-Door Car,Medsize,0,1
3779,QT26393,California,No,Basic,Bachelor,2011-02-24,Medical Leave,M,Urban,Divorced,Personal Auto,3,Offer4,Agent,Two-Door Car,Medsize,0,1
3780,UG49716,Washington,No,Basic,College,2011-01-03,Unemployed,F,Suburban,Single,Personal Auto,3,Offer1,Branch,Sports Car,Large,0,1
3781,HF11584,Arizona,No,Basic,Master,2011-01-11,Employed,M,Suburban,Married,Personal Auto,3,Offer1,Branch,SUV,Medsize,0,2
3782,MS87381,California,No,Extended,High School or Below,2011-02-14,Unemployed,F,Suburban,Married,Personal Auto,2,Offer3,Branch,Four-Door Car,Medsize,1,2
